款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,前年度決算數,本年度與上年度比較,說明
2,54,2,1,0405590201,沒入金,"3,500 ","3,100 ","3,333 ",400 ,"本年度預算數係沒入刑事保證金
等收入。"
2,54,3,,0405590300,賠償收入,-,-,59 ,-,
2,54,3,1,0405590301,一般賠償收入,-,-,59 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。"
2,55,,,0405600000,臺灣臺東地方法院,310 ,310 ,92 ,0 ,
2,55,1,,0405600100,罰金罰鍰及怠金,10 ,10 ,-,0 ,
2,55,1,1,0405600101,罰金罰鍰,10 ,10 ,-,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,55,2,,0405600200,沒入及沒收財物,300 ,300 ,78 ,0 ,
2,55,2,1,0405600201,沒入金,300 ,300 ,78 ,0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,55,3,,0405600300,賠償收入,-,-,14 ,-,
2,55,3,1,0405600301,一般賠償收入,-,-,14 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。"
2,56,,,0405610000,臺灣花蓮地方法院,726 ,410 ,724 ,316 ,
2,56,1,,0405610100,罰金罰鍰及怠金,10 ,10 ,-,0 ,
2,56,1,1,0405610101,罰金罰鍰,10 ,10 ,-,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,56,2,,0405610200,沒入及沒收財物,716 ,400 ,695 ,316 ,
2,56,2,1,0405610201,沒入金,716 ,400 ,695 ,316 ,"本年度預算數係沒入刑事保證金
等收入。"
2,56,3,,0405610300,賠償收入,-,-,29 ,-,
2,56,3,1,0405610301,一般賠償收入,-,-,29 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,57,,,0405620000,臺灣宜蘭地方法院,846 ,841 ,906 ,5 ,
2,57,1,,0405620100,罰金罰鍰及怠金,6 ,1 ,42 ,5 ,
2,57,1,1,0405620101,罰金罰鍰,6 ,1 ,42 ,5 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,57,2,,0405620200,沒入及沒收財物,840 ,840 ,864 ,0 ,
2,57,2,1,0405620201,沒入金,840 ,840 ,864 ,0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,58,,,0405630000,臺灣基隆地方法院,830 ,"1,830 ",570 ,"-1,000 ",
2,58,1,,0405630100,罰金罰鍰及怠金,30 ,30 ,-,0 ,
2,58,1,1,0405630101,罰金罰鍰,30 ,30 ,-,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,58,2,,0405630200,沒入及沒收財物,800 ,"1,800 ",570 ,"-1,000 ",
2,58,2,1,0405630201,沒入金,800 ,"1,800 ",570 ,"-1,000 ","本年度預算數係沒入刑事保證金
等收入。"
2,59,,,0405640000,臺灣澎湖地方法院,151 ,22 ,130 ,129 ,
2,59,1,,0405640100,罰金罰鍰及怠金,1 ,2 ,-,-1 ,
2,59,1,1,0405640101,罰金罰鍰,1 ,2 ,-,-1 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,59,2,,0405640200,沒入及沒收財物,150 ,20 ,130 ,130 ,
2,59,2,1,0405640201,沒入金,150 ,20 ,130 ,130 ,"本年度預算數係沒入刑事保證金
等收入。"
2,60,,,0405800000,臺灣高雄少年法院,141 ,225 ,111 ,-84 ,
2,60,1,,0405800100,罰金罰鍰及怠金,1 ,1 ,30 ,0 ,
2,60,1,1,0405800101,罰金罰鍰,1 ,1 ,30 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,60,2,,0405800200,沒入及沒收財物,140 ,224 ,55 ,-84 ,
2,60,2,1,0405800201,沒入金,140 ,224 ,55 ,-84 ,"本年度預算數係沒入刑事保證金
等收入。"
2,60,3,,0405800300,賠償收入,-,-,26 ,-,
2,60,3,1,0405800301,一般賠償收入,-,-,26 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,61,,,0405910000,福建金門地方法院,61 ,61 ,33 ,0 ,
2,61,1,,0405910100,罰金罰鍰及怠金,6 ,6 ,-,0 ,
2,61,1,1,0405910101,罰金罰鍰,6 ,6 ,-,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,61,2,,0405910200,沒入及沒收財物,55 ,55 ,1 ,0 ,
2,61,2,1,0405910201,沒入金,55 ,55 ,1 ,0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,61,3,,0405910300,賠償收入,-,-,32 ,-,
2,61,3,1,0405910301,一般賠償收入,-,-,32 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。"
2,62,,,0406010000,考試院,-,-,168 ,-,
2,62,1,,0406010300,賠償收入,-,-,168 ,-,
2,62,1,1,0406010301,一般賠償收入,-,-,168 ,-,"前年度決算數係職員眷屬佔地不
當得利及廠商違約逾期交貨等賠
償收入。"
2,63,,,0406100000,考選部,-,-,4 ,-,
2,63,1,,0406100300,賠償收入,-,-,4 ,-,
2,63,1,1,0406100301,一般賠償收入,-,-,4 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,64,,,0406200000,銓敘部,-,-,106 ,-,
2,64,1,,0406200300,賠償收入,-,-,106 ,-,
2,64,1,1,0406200301,一般賠償收入,-,-,106 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,65,,,0406400000,國家文官學院及所屬,-,-,614 ,-,
2,65,1,,0406400300,賠償收入,-,-,614 ,-,
2,65,1,1,0406400301,一般賠償收入,-,-,614 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,66,,,0407010000,監察院,"12,200 ","11,360 ","40,795 ",840 ,
2,66,1,,0407010100,罰金罰鍰及怠金,"11,100 ","10,900 ","31,004 ",200 ,
2,66,1,1,0407010101,罰金罰鍰,"11,100 ","10,900 ","31,004 ",200 ,"本年度預算數係違反公職人員財
產申報法、利益衝突迴避法、政
治獻金法及遊說法等規定之罰鍰
收入。"
2,66,2,,0407010200,沒入及沒收財物,"1,000 ",360 ,"9,680 ",640 ,
2,66,2,1,0407010201,沒入金,"1,000 ",360 ,"9,680 ",640 ,"本年度預算數係政黨、政治團體
或擬參選人違反政治獻金法規定
沒入政治獻金之收入。"
2,66,3,,0407010300,賠償收入,100 ,100 ,111 ,0 ,
2,66,3,1,0407010301,一般賠償收入,100 ,100 ,111 ,0 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。"
2,67,,,0407100000,審計部,-,-,88 ,-,
2,67,1,,0407100300,賠償收入,-,-,88 ,-,
2,67,1,1,0407100301,一般賠償收入,-,-,88 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,68,,,0407620000,審計部新北市審計處,-,-,4 ,-,
2,68,1,,0407620300,賠償收入,-,-,4 ,-,
2,68,1,1,0407620301,一般賠償收入,-,-,4 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,69,,,0407700000,審計部高雄市審計處,-,-,1 ,-,
2,69,1,,0407700300,賠償收入,-,-,1 ,-,
2,69,1,1,0407700301,一般賠償收入,-,-,1 ,-,"前年度決算數係圖書損壞賠償等
收入。"
2,70,,,0408010000,內政部,450 ,400 ,"4,894 ",50 ,
2,70,1,,0408010100,罰金罰鍰及怠金,-,-,305 ,-,
2,70,1,1,0408010101,罰金罰鍰,-,-,305 ,-,"前年度決算數係違反臺灣地區與
大陸地區人民關係條例之罰款收
入。"
2,70,2,,0408010300,賠償收入,450 ,400 ,"4,589 ",50 ,
2,70,2,1,0408010301,一般賠償收入,450 ,400 ,"4,589 ",50 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。"
2,71,,,0408110000,營建署及所屬,"5,524 ","6,324 ","37,504 ",-800 ,
2,71,1,,0408110100,罰金罰鍰及怠金,"1,595 ","2,395 ","3,389 ",-800 ,
2,71,1,1,0408110101,罰金罰鍰,"1,595 ","2,395 ","3,389 ",-800 ,"本年度預算數係國家公園轄區內
濫墾整地、盜獵採保育類動植物
等案件，依國家公園法收取之罰
金收入。"
2,71,2,,0408110300,賠償收入,"3,929 ","3,929 ","34,116 ",0 ,
2,71,2,1,0408110301,一般賠償收入,"3,929 ","3,929 ","34,116 ",0 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。"
2,72,,,0408210000,警政署及所屬,"23,845 ","32,354 ","121,661 ","-8,509 ",
2,72,1,,0408210100,罰金罰鍰及怠金,313 ,292 ,875 ,21 ,
2,72,1,1,0408210101,罰金罰鍰,313 ,292 ,875 ,21 ,"本年度預算數係鐵路警察局與基
隆、臺中、高雄、花蓮等4個港
務警察局依據鐵路法、社會秩序
維護法取締車上小販、攜帶違禁
品、違反善良風俗及妨害安寧秩
序等裁處案件之罰鍰收入。"
2,72,2,,0408210300,賠償收入,"23,532 ","32,062 ","120,787 ","-8,530 ",
2,72,2,1,0408210301,一般賠償收入,"23,532 ","32,062 ","120,787 ","-8,530 ","本年度預算數係廠商違約逾期交
貨及臺灣警察專科學校學生退學
或畢業學生服務未滿4年等賠償
收入。"
2,73,,,0408410000,中央警察大學,"3,600 ","2,600 ","4,651 ","1,000 ",
2,73,1,,0408410300,賠償收入,"3,600 ","2,600 ","4,651 ","1,000 ",
2,73,1,1,0408410301,一般賠償收入,"3,600 ","2,600 ","4,651 ","1,000 ","本年度預算數係學生退學或畢業
學生服務未滿6年等賠償收入。"
2,74,,,0408510000,消防署及所屬,-,-,"6,368 ",-,
2,74,1,,0408510300,賠償收入,-,-,"6,368 ",-,
2,74,1,1,0408510301,一般賠償收入,-,-,"6,368 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,75,,,0408550000,役政署,500 ,-,"2,743 ",500 ,
2,75,1,,0408550300,賠償收入,500 ,-,"2,743 ",500 ,
2,75,1,1,0408550301,一般賠償收入,500 ,-,"2,743 ",500 ,"本年度預算數係廠商違約逾期交
貨賠償及一般替代役役男累計記
過3次罰薪等收入。"
2,76,,,0408580000,入出國及移民署,"174,780 ","174,780 ","197,147 ",0 ,
2,76,1,,0408580100,罰金罰鍰及怠金,"174,580 ","174,580 ","196,187 ",0 ,
2,76,1,1,0408580101,罰金罰鍰,"174,580 ","174,580 ","196,187 ",0 ,"本年度預算數係違反「入出國及
移民法」與「臺灣地區與大陸地
區人民關係條例」等裁處案件之
罰鍰收入。"
2,76,2,,0408580300,賠償收入,200 ,200 ,960 ,0 ,
2,76,2,1,0408580301,一般賠償收入,200 ,200 ,960 ,0 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。"
2,77,,,0408610000,建築研究所,-,-,448 ,-,
2,77,1,,0408610300,賠償收入,-,-,448 ,-,
2,77,1,1,0408610301,一般賠償收入,-,-,448 ,-,"前年度決算數主要係廠商違約逾
期交貨等之賠償收入。"
2,78,,,0408650000,空中勤務總隊,"2,650 ","2,650 ","1,891 ",0 ,
2,78,1,,0408650300,賠償收入,"2,650 ","2,650 ","1,891 ",0 ,
2,78,1,1,0408650301,一般賠償收入,"2,650 ","2,650 ","1,891 ",0 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。"
2,79,,,0411010000,外交部,"1,800 ","1,800 ","2,034 ",0 ,
2,79,1,,0411010300,賠償收入,"1,800 ","1,800 ","2,034 ",0 ,
2,79,1,1,0411010301,一般賠償收入,"1,800 ","1,800 ","2,034 ",0 ,"本年度預算數係廠商違約逾期交
貨之賠償及駐外機構公務車失竊
保險理賠等收入。"
2,80,,,0411100000,領事事務局,-,-,69 ,-,
2,80,1,,0411100300,賠償收入,-,-,69 ,-,
2,80,1,1,0411100301,一般賠償收入,-,-,69 ,-,"前年度決算數係廠商運貨損毀保
險理賠及廠商違約逾期交貨之賠
償收入。"
2,81,,,0414010000,國防部,10 ,10 ,47 ,0 ,
2,81,1,,0414010300,賠償收入,10 ,10 ,47 ,0 ,
2,81,1,1,0414010301,一般賠償收入,10 ,10 ,47 ,0 ,"本年度預算數係廠商違約逾期交
貨或完工之賠償收入。"
2,82,,,0414020000,國防部所屬,"25,417,260 ","287,515 ","376,669 ","25,129,745 ",
2,82,1,,0414020100,罰金罰鍰及怠金,"16,000 ","17,952 ","22,793 ","-1,952 ",
2,82,1,1,0414020101,罰金罰鍰,"16,000 ","17,952 ","22,793 ","-1,952 ","本年度預算數係軍法裁判罰鍰收
入。"
2,82,2,,0414020200,沒入及沒收財物,"33,723 ","28,847 ","42,663 ","4,876 ",
2,82,2,1,0414020201,沒入金,"33,723 ","28,847 ","42,663 ","4,876 ","本年度預算數之內容與上年度之
比較如下：
1.軍法案件沒入及沒收金收入1,
174千元，較上年度減列611千
元。
2.沒入營繕工程押標金及保證金
3,308千元，較上年度增列3,0
65千元。
3.沒入軍品採購押標金及保證金
29,241千元，較上年度增列2,
422千元。"
2,82,2,2,0414020202,沒收物變價,-,-,1 ,-,"前年度決算數係沒收保證品變價
收入。"
2,82,3,,0414020300,賠償收入,"25,367,537 ","240,716 ","311,212 ","25,126,821 ",
2,82,3,1,0414020301,一般賠償收入,"25,367,537 ","240,716 ","311,212 ","25,126,821 ","本年度預算數之內容與上年度之
比較如下：
1.一般物品、裝備器材、官兵服
裝及通信管線設施等損壞及遺
失賠償收入2,164千元，較上
年度減列2,107千元。
2.一般聘雇人員賠、罰款收入7
千元，與上年度同。
3.學生退學賠款收入65,440千元
，較上年度減列12,701千元。
4.採購案違約逾期交貨等罰款收
入132,119千元，較上年度減
列7,845千元。
5.營繕工程違約逾期完工等罰款
收入14,703千元，較上年度增
列1,320千元。
6.不適服現役賠償收入25,142千
元，較上年度增列20,192千元
。
7.新增光二佣金仲裁案賠償收入
25,127,962千元。"
2,83,,,0417010000,財政部,-,-,92 ,-,
2,83,1,,0417010300,賠償收入,-,-,92 ,-,
2,83,1,1,0417010301,一般賠償收入,-,-,92 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,84,,,0417100000,國庫署,"1,220 ","2,720 ","8,051 ","-1,500 ",
2,84,1,,0417100100,罰金罰鍰及怠金,"1,220 ","2,720 ","8,049 ","-1,500 ",
2,84,1,1,0417100101,罰金罰鍰,"1,220 ","2,720 ","8,049 ","-1,500 ","本年度預算數係違反菸酒管理法
相關規定之罰鍰收入。"
2,84,2,,0417100300,賠償收入,-,-,2 ,-,
2,84,2,1,0417100301,一般賠償收入,-,-,2 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,85,,,0417200000,賦稅署,-,-,415 ,-,
2,85,1,,0417200300,賠償收入,-,-,415 ,-,
2,85,1,1,0417200301,一般賠償收入,-,-,415 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,86,,,0417350000,關稅總局及所屬,"720,567 ","1,145,025 ","725,574 ","-424,458 ",
2,86,1,,0417350100,罰金罰鍰及怠金,"566,248 ","1,038,186 ","566,249 ","-471,938 ",
2,86,1,1,0417350101,罰金罰鍰,"566,248 ","1,038,186 ","566,249 ","-471,938 ","本年度預算數係貨主違反關稅法
及海關緝私條例等規定之罰鍰收
入。"
2,86,2,,0417350200,沒入及沒收財物,"154,319 ","106,839 ","154,319 ","47,480 ",
2,86,2,1,0417350202,沒收物變價,"154,319 ","106,839 ","154,319 ","47,480 ","本年度預算數係緝獲私貨之變價
收入。"
2,86,3,,0417350300,賠償收入,-,-,"5,007 ",-,
2,86,3,1,0417350301,一般賠償收入,-,-,"5,007 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,87,,,0417400000,國有財產局及所屬,-,-,"4,154 ",-,
2,87,1,,0417400300,賠償收入,-,-,"4,154 ",-,
2,87,1,1,0417400301,一般賠償收入,-,-,"4,154 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。"
2,88,,,0417450000,臺北市國稅局,"4,060,748 ","3,173,383 ","3,671,015 ","887,365 ",
2,88,1,,0417450100,罰金罰鍰及怠金,"4,060,748 ","3,173,383 ","3,670,766 ","887,365 ",
2,88,1,1,0417450101,罰金罰鍰,"4,060,748 ","3,173,383 ","3,670,766 ","887,365 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。"
2,88,2,,0417450300,賠償收入,-,-,250 ,-,
2,88,2,1,0417450301,一般賠償收入,-,-,250 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,89,,,0417460000,臺灣省北區國稅局及所屬,"3,321,856 ","2,926,432 ","2,531,298 ","395,424 ",
2,89,1,,0417460100,罰金罰鍰及怠金,"3,321,856 ","2,926,432 ","2,530,561 ","395,424 ",
2,89,1,1,0417460101,罰金罰鍰,"3,321,856 ","2,926,432 ","2,530,561 ","395,424 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。"
2,89,2,,0417460200,沒入及沒收財物,-,-,108 ,-,
2,89,2,1,0417460201,沒入金,-,-,108 ,-,"前年度決算數係沒收違約廠商之
履約保證金等收入。"
2,89,3,,0417460300,賠償收入,-,-,629 ,-,
2,89,3,1,0417460301,一般賠償收入,-,-,629 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,90,,,0417470000,臺灣省中區國稅局及所屬,"1,507,039 ","1,246,782 ","1,259,979 ","260,257 ",
2,90,1,,0417470100,罰金罰鍰及怠金,"1,507,039 ","1,246,782 ","1,258,986 ","260,257 ",
2,90,1,1,0417470101,罰金罰鍰,"1,507,039 ","1,246,782 ","1,258,986 ","260,257 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。"
2,90,2,,0417470300,賠償收入,-,-,993 ,-,
2,90,2,1,0417470301,一般賠償收入,-,-,993 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,91,,,0417480000,臺灣省南區國稅局及所屬,"965,490 ","863,574 ","864,646 ","101,916 ",
2,91,1,,0417480100,罰金罰鍰及怠金,"965,490 ","863,574 ","864,186 ","101,916 ",
2,91,1,1,0417480101,罰金罰鍰,"965,490 ","863,574 ","864,186 ","101,916 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。"
2,91,2,,0417480300,賠償收入,-,-,459 ,-,
2,91,2,1,0417480301,一般賠償收入,-,-,459 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,92,,,0417500000,高雄市國稅局,"941,105 ","835,040 ","818,342 ","106,065 ",
2,92,1,,0417500100,罰金罰鍰及怠金,"941,105 ","835,040 ","818,188 ","106,065 ",
2,92,1,1,0417500101,罰金罰鍰,"941,105 ","835,040 ","818,188 ","106,065 ","本年度預算數係逃漏稅捐及逾期
繳納稅款等罰金罰鍰收入。"
2,92,2,,0417500200,沒入及沒收財物,-,-,22 ,-,
2,92,2,1,0417500201,沒入金,-,-,22 ,-,"前年度決算數係沒收違約廠商之
履約保證金收入。"
2,92,3,,0417500300,賠償收入,-,-,133 ,-,
2,92,3,1,0417500301,一般賠償收入,-,-,133 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。"
2,93,,,0417550000,臺北區支付處,-,-,1 ,-,
2,93,1,,0417550300,賠償收入,-,-,1 ,-,
2,93,1,1,0417550301,一般賠償收入,-,-,1 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入等。"
2,94,,,0417600000,財稅資料中心,410 ,280 ,295 ,130 ,
2,94,1,,0417600300,賠償收入,410 ,280 ,295 ,130 ,
2,94,1,1,0417600301,一般賠償收入,410 ,280 ,295 ,130 ,"本年度預算數係綜合所得稅課稅
資料委請廠商登錄錯誤案件之賠
償收入等。"
2,95,,,0417700000,財稅人員訓練所,50 ,28 ,118 ,22 ,
2,95,1,,0417700300,賠償收入,50 ,28 ,118 ,22 ,
2,95,1,1,0417700301,一般賠償收入,50 ,28 ,118 ,22 ,"本年度預算數係學員退訓賠償書
籍費及訓練費等收入。"
2,96,,,0420010000,教育部,"12,465 ","12,002 ","36,944 ",463 ,
2,96,1,,0420010100,罰金罰鍰及怠金,-,-,"8,409 ",-,
2,96,1,1,0420010101,罰金罰鍰,-,-,"8,409 ",-,"前年度決算數係國立鳳凰谷鳥園
與各國立高級中等學校採購財物
案廠商依契約繳交逾期交貨罰款
及營繕工程廠商違約逾期完工之
罰款等。"
2,96,2,,0420010200,沒入及沒收財物,-,-,85 ,-,
2,96,2,1,0420010201,沒入金,-,-,85 ,-,"前年度決算數係各國立高級中等
學校採購案得標廠商未簽約沒收
押標金及違約沒收履約保證金等
收入。"
2,96,3,,0420010300,賠償收入,"12,465 ","12,002 ","28,450 ",463 ,
2,96,3,1,0420010301,一般賠償收入,"12,465 ","12,002 ","28,450 ",463 ,"本年度預算數之內容與上年度之
比較如下：
1.教育部印製書刊廠商違約逾期
交貨之賠償收入5千元，較上
年度增列3千元。
2.教育部公費留學生及公費生未
依規定服務期滿賠償公費收入
12,100千元，較上年度增列60
0千元。
3.國立臺中圖書館借閱圖書遺失
或損壞之賠償及逾期歸還之罰
款等收入360千元，較上年度
減列140千元。"
2,97,,,0421710000,國立中國醫藥研究所,5 ,5 ,2 ,0 ,
2,97,1,,0421710300,賠償收入,5 ,5 ,2 ,0 ,
2,97,1,1,0421710301,一般賠償收入,5 ,5 ,2 ,0 ,"本年度預算數係廠商違約逾期交
貨之賠償收入。"
2,98,,,0421730000,國家圖書館,-,-,27 ,-,
2,98,1,,0421730300,賠償收入,-,-,27 ,-,
2,98,1,1,0421730301,一般賠償收入,-,-,27 ,-,"前年度決算數係讀者毀損書刊之
罰款及採購財物廠商違約逾期交
貨之賠償收入。"
2,99,,,0421770000,國立臺灣藝術教育館,-,-,87 ,-,
2,99,1,,0421770300,賠償收入,-,-,87 ,-,
2,99,1,1,0421770301,一般賠償收入,-,-,87 ,-,"前年度決算數係臺灣藝術教育網
需求建置與維護管理等廠商逾期
完工及印製美育雙月刊廠商逾期
交貨等賠償收入。"
