款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,前年度決算數,本年度與上年度比較,說明
2,17,2,1,0403600201,沒入金,-,-,"49,800 ",-,"前年度決算數係沒入保證金收入
。"
2,17,3,,0403600300,賠償收入,-,-,130 ,-,
2,17,3,1,0403600301,一般賠償收入,-,-,130 ,-,"前年度決算數係廠商違約之賠償
收入。"
2,18,,,0403700000,文化建設委員會及所屬,-,-,"15,711 ",-,
2,18,1,,0403700100,罰金罰鍰及怠金,-,-,5 ,-,
2,18,1,1,0403700101,罰金罰鍰,-,-,5 ,-,"前年度決算數係廠商逾期罰款收
入。"
2,18,2,,0403700300,賠償收入,-,-,"15,706 ",-,
2,18,2,1,0403700301,一般賠償收入,-,-,"15,706 ",-,"前年度決算數係廠商逾期交貨之
賠償收入。"
2,19,,,0403750000,青年輔導委員會及所屬,-,-,321 ,-,
2,19,1,,0403750300,賠償收入,-,-,321 ,-,
2,19,1,1,0403750301,一般賠償收入,-,-,321 ,-,"前年度決算數係沒收廠商違約保
證金及退訓學員保證金收入。"
2,20,,,0403800000,研究發展考核委員會,-,-,714 ,-,
2,20,1,,0403800300,賠償收入,-,-,714 ,-,
2,20,1,1,0403800301,一般賠償收入,-,-,714 ,-,"前年度決算數係採購案廠商違約
之賠償收入。"
2,21,,,0403850000,國家通訊傳播委員會,"66,038 ","66,038 ","104,404 ",0 ,
2,21,1,,0403850100,罰金罰鍰及怠金,"66,038 ","66,038 ","103,803 ",0 ,
2,21,1,1,0403850101,罰金罰鍰,"66,038 ","66,038 ","101,054 ",0 ,"本年度預算數係通訊傳播業者違
反電信及廣播電視相關法規之罰
款收入。"
2,21,1,2,0403850102,怠金,-,-,"2,749 ",-,"前年度決算數係部分電信業者延
遲繳納行動電話特許費等收入之
滯納金及利息。"
2,21,2,,0403850200,沒入及沒收財物,-,-,12 ,-,
2,21,2,1,0403850202,沒收物變價,-,-,12 ,-,"前年度決算數係依電信法處分沒
入電信器材之變價收入。"
2,21,3,,0403850300,賠償收入,-,-,589 ,-,
2,21,3,1,0403850301,一般賠償收入,-,-,589 ,-,"前年度決算數係國有宿舍占用人
繳納之土地補償金收入。"
2,22,,,0403900000,大陸委員會,-,-,141 ,-,
2,22,1,,0403900300,賠償收入,-,-,141 ,-,
2,22,1,1,0403900301,一般賠償收入,-,-,141 ,-,"前年度決算數係廠商違約逾期交
貨等賠償收入。"
2,23,,,0403920000,公平交易委員會,"193,750 ","189,830 ","219,233 ","3,920 ",
2,23,1,,0403920100,罰金罰鍰及怠金,"193,750 ","189,830 ","219,228 ","3,920 ",
2,23,1,1,0403920101,罰金罰鍰,"193,750 ","189,830 ","219,228 ","3,920 ","本年度預算數係事業機構違反公
平交易法規之罰款收入。"
2,23,2,,0403920300,賠償收入,-,-,4 ,-,
2,23,2,1,0403920301,一般賠償收入,-,-,4 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,24,,,0403930000,消費者保護委員會,-,-,42 ,-,
2,24,1,,0403930300,賠償收入,-,-,42 ,-,
2,24,1,1,0403930301,一般賠償收入,-,-,42 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,25,,,0403950000,公共工程委員會,300 ,200 ,162 ,100 ,
2,25,1,,0403950100,罰金罰鍰及怠金,300 ,200 ,-,100 ,
2,25,1,1,0403950101,罰金罰鍰,300 ,200 ,-,100 ,"本年度預算數係違反技師法或工
程技術顧問管理條例之裁罰收入
。"
2,25,2,,0403950300,賠償收入,-,-,162 ,-,
2,25,2,1,0403950301,一般賠償收入,-,-,162 ,-,"前年度決算數係廠商違約逾期交
貨等賠償收入。"
2,26,,,0403970000,原住民族委員會,-,-,"6,543 ",-,
2,26,1,,0403970300,賠償收入,-,-,"6,543 ",-,
2,26,1,1,0403970301,一般賠償收入,-,-,"6,543 ",-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,27,,,0403960000,文化園區管理局,-,-,787 ,-,
2,27,1,,0403960300,賠償收入,-,-,787 ,-,
2,27,1,1,0403960301,一般賠償收入,-,-,787 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,28,,,0403980000,體育委員會,-,-,561 ,-,
2,28,1,,0403980300,賠償收入,-,-,561 ,-,
2,28,1,1,0403980301,一般賠償收入,-,-,561 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,29,,,0403990000,客家委員會及所屬,-,-,"1,059 ",-,
2,29,1,,0403990300,賠償收入,-,-,"1,059 ",-,
2,29,1,1,0403990301,一般賠償收入,-,-,"1,059 ",-,"前年度決算數係廠商違約之賠償
收入。"
2,30,,,0404010000,立法院,-,-,225 ,-,
2,30,1,,0404010300,賠償收入,-,-,225 ,-,
2,30,1,1,0404010301,一般賠償收入,-,-,225 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,31,,,0405010000,司法院,-,-,84 ,-,
2,31,1,,0405010300,賠償收入,-,-,84 ,-,
2,31,1,1,0405010301,一般賠償收入,-,-,84 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,32,,,0405050000,最高法院,-,-,3 ,-,
2,32,1,,0405050300,賠償收入,-,-,3 ,-,
2,32,1,1,0405050301,一般賠償收入,-,-,3 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,33,,,0405100000,最高行政法院,-,-,1 ,-,
2,33,1,,0405100300,賠償收入,-,-,1 ,-,
2,33,1,1,0405100301,一般賠償收入,-,-,1 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,34,,,0405110000,臺北高等行政法院,-,-,4 ,-,
2,34,1,,0405110100,罰金罰鍰及怠金,-,-,3 ,-,
2,34,1,1,0405110101,罰金罰鍰,-,-,3 ,-,"前年度決算數係行政訴訟裁定之
罰款等收入。"
2,34,2,,0405110300,賠償收入,-,-,1 ,-,
2,34,2,1,0405110301,一般賠償收入,-,-,1 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,35,,,0405120000,臺中高等行政法院,-,-,5 ,-,
2,35,1,,0405120300,賠償收入,-,-,5 ,-,
2,35,1,1,0405120301,一般賠償收入,-,-,5 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,36,,,0405130000,高雄高等行政法院,-,-,40 ,-,
2,36,1,,0405130300,賠償收入,-,-,40 ,-,
2,36,1,1,0405130301,一般賠償收入,-,-,40 ,-,"前年度決算數係廠商違約沒收押
標金之賠償收入。"
2,37,,,0405300000,臺灣高等法院,"2,448 ","1,960 ","3,270 ",488 ,
2,37,1,,0405300100,罰金罰鍰及怠金,125 ,60 ,80 ,65 ,
2,37,1,1,0405300101,罰金罰鍰,125 ,60 ,80 ,65 ,"本年度預算數係證人無正當理由
未到庭作證等罰款收入。"
2,37,2,,0405300200,沒入及沒收財物,"2,323 ","1,900 ","3,190 ",423 ,
2,37,2,1,0405300201,沒入金,"2,323 ","1,900 ","3,190 ",423 ,"本年度預算數係沒入刑事保證金
等收入。"
2,38,,,0405310000,臺灣高等法院臺中分院,300 ,300 ,750 ,0 ,
2,38,1,,0405310100,罰金罰鍰及怠金,20 ,20 ,-,0 ,
2,38,1,1,0405310101,罰金罰鍰,20 ,20 ,-,0 ,"本年度預算數係證人無正當理由
未到庭作證等罰款收入。"
2,38,2,,0405310200,沒入及沒收財物,280 ,280 ,750 ,0 ,
2,38,2,1,0405310201,沒入金,280 ,280 ,750 ,0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,39,,,0405320000,臺灣高等法院臺南分院,480 ,510 ,"1,150 ",-30 ,
2,39,1,,0405320100,罰金罰鍰及怠金,-,30 ,-,-30 ,
2,39,1,1,0405320101,罰金罰鍰,-,30 ,-,-30 ,"上年度預算數係證人無正當理由
未到庭作證等罰款收入。"
2,39,2,,0405320200,沒入及沒收財物,480 ,480 ,"1,150 ",0 ,
2,39,2,1,0405320201,沒入金,480 ,480 ,"1,150 ",0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,40,,,0405330000,臺灣高等法院高雄分院,170 ,168 ,150 ,2 ,
2,40,1,,0405330100,罰金罰鍰及怠金,10 ,8 ,-,2 ,
2,40,1,1,0405330101,罰金罰鍰,10 ,8 ,-,2 ,"本年度預算數係證人無正當理由
未到庭作證等罰款收入。"
2,40,2,,0405330200,沒入及沒收財物,160 ,160 ,150 ,0 ,
2,40,2,1,0405330201,沒入金,160 ,160 ,150 ,0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,41,,,0405340000,臺灣高等法院花蓮分院,110 ,310 ,82 ,-200 ,
2,41,1,,0405340100,罰金罰鍰及怠金,10 ,10 ,-,0 ,
2,41,1,1,0405340101,罰金罰鍰,10 ,10 ,-,0 ,"本年度預算數係證人無正當理由
未到庭作證等罰款收入。"
2,41,2,,0405340200,沒入及沒收財物,100 ,300 ,-,-200 ,
2,41,2,1,0405340201,沒入金,100 ,300 ,-,-200 ,"本年度預算數係沒入刑事保證金
等收入。"
2,41,3,,0405340300,賠償收入,-,-,82 ,-,
2,41,3,1,0405340301,一般賠償收入,-,-,82 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,42,,,0405410000,臺灣臺北地方法院,"19,300 ","11,852 ","19,246 ","7,448 ",
2,42,1,,0405410100,罰金罰鍰及怠金,200 ,92 ,195 ,108 ,
2,42,1,1,0405410101,罰金罰鍰,200 ,92 ,195 ,108 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,42,2,,0405410200,沒入及沒收財物,"19,100 ","11,760 ","19,039 ","7,340 ",
2,42,2,1,0405410201,沒入金,"19,100 ","11,760 ","19,039 ","7,340 ","本年度預算數係沒入刑事保證金
等收入。"
2,42,3,,0405410300,賠償收入,-,-,12 ,-,
2,42,3,1,0405410301,一般賠償收入,-,-,12 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,43,,,0405420000,臺灣士林地方法院,"3,985 ","4,210 ","4,125 ",-225 ,
2,43,1,,0405420100,罰金罰鍰及怠金,45 ,45 ,330 ,0 ,
2,43,1,1,0405420101,罰金罰鍰,45 ,45 ,330 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,43,2,,0405420200,沒入及沒收財物,"3,940 ","4,165 ","3,794 ",-225 ,
2,43,2,1,0405420201,沒入金,"3,940 ","4,165 ","3,794 ",-225 ,"本年度預算數係沒入刑事保證金
等收入。"
2,43,3,,0405420300,賠償收入,-,-,1 ,-,
2,43,3,1,0405420301,一般賠償收入,-,-,1 ,-,"前年度決算數係當事人毀損法院
公物之賠償收入。"
2,44,,,0405430000,臺灣板橋地方法院,"10,368 ","14,688 ","9,863 ","-4,320 ",
2,44,1,,0405430100,罰金罰鍰及怠金,24 ,72 ,31 ,-48 ,
2,44,1,1,0405430101,罰金罰鍰,24 ,72 ,31 ,-48 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,44,2,,0405430200,沒入及沒收財物,"10,344 ","14,616 ","9,832 ","-4,272 ",
2,44,2,1,0405430201,沒入金,"10,344 ","14,616 ","9,832 ","-4,272 ","本年度預算數係沒入刑事保證金
等收入。"
2,45,,,0405470000,臺灣桃園地方法院,"8,220 ","3,845 ","7,309 ","4,375 ",
2,45,1,,0405470100,罰金罰鍰及怠金,20 ,10 ,10 ,10 ,
2,45,1,1,0405470101,罰金罰鍰,20 ,10 ,10 ,10 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,45,2,,0405470200,沒入及沒收財物,"8,200 ","3,835 ","7,285 ","4,365 ",
2,45,2,1,0405470201,沒入金,"8,200 ","3,835 ","7,285 ","4,365 ","本年度預算數係沒入刑事保證金
等收入。"
2,45,3,,0405470300,賠償收入,-,-,14 ,-,
2,45,3,1,0405470301,一般賠償收入,-,-,14 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。"
2,46,,,0405480000,臺灣新竹地方法院,"2,124 ","2,037 ","2,917 ",87 ,
2,46,1,,0405480100,罰金罰鍰及怠金,9 ,9 ,52 ,0 ,
2,46,1,1,0405480101,罰金罰鍰,9 ,9 ,52 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,46,2,,0405480200,沒入及沒收財物,"2,115 ","2,028 ","2,865 ",87 ,
2,46,2,1,0405480201,沒入金,"2,115 ","2,028 ","2,865 ",87 ,"本年度預算數係沒入刑事保證金
等收入。"
2,47,,,0405490000,臺灣苗栗地方法院,"1,336 ","1,260 ","1,831 ",76 ,
2,47,1,,0405490100,罰金罰鍰及怠金,36 ,30 ,48 ,6 ,
2,47,1,1,0405490101,罰金罰鍰,36 ,30 ,48 ,6 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,47,2,,0405490200,沒入及沒收財物,"1,300 ","1,230 ","1,773 ",70 ,
2,47,2,1,0405490201,沒入金,"1,300 ","1,230 ","1,773 ",70 ,"本年度預算數係沒入刑事保證金
等收入。"
2,47,3,,0405490300,賠償收入,-,-,10 ,-,
2,47,3,1,0405490301,一般賠償收入,-,-,10 ,-,"前年度決算數係廠商違約逾期交
貨之賠償收入。"
2,48,,,0405500000,臺灣臺中地方法院,"20,300 ","15,300 ","17,203 ","5,000 ",
2,48,1,,0405500100,罰金罰鍰及怠金,300 ,300 ,265 ,0 ,
2,48,1,1,0405500101,罰金罰鍰,300 ,300 ,265 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,48,2,,0405500200,沒入及沒收財物,"20,000 ","15,000 ","16,938 ","5,000 ",
2,48,2,1,0405500201,沒入金,"20,000 ","15,000 ","16,938 ","5,000 ","本年度預算數係沒入刑事保證金
等收入。"
2,49,,,0405510000,臺灣南投地方法院,"1,220 ","1,020 ","1,562 ",200 ,
2,49,1,,0405510100,罰金罰鍰及怠金,20 ,20 ,3 ,0 ,
2,49,1,1,0405510101,罰金罰鍰,20 ,20 ,3 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,49,2,,0405510200,沒入及沒收財物,"1,200 ","1,000 ","1,526 ",200 ,
2,49,2,1,0405510201,沒入金,"1,200 ","1,000 ","1,526 ",200 ,"本年度預算數係沒入刑事保證金
等收入。"
2,49,3,,0405510300,賠償收入,-,-,33 ,-,
2,49,3,1,0405510301,一般賠償收入,-,-,33 ,-,"前年度決算數係廠商違約之賠償
收入。"
2,50,,,0405520000,臺灣彰化地方法院,"2,850 ","3,220 ","2,183 ",-370 ,
2,50,1,,0405520100,罰金罰鍰及怠金,50 ,420 ,30 ,-370 ,
2,50,1,1,0405520101,罰金罰鍰,50 ,420 ,30 ,-370 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,50,2,,0405520200,沒入及沒收財物,"2,800 ","2,800 ","2,153 ",0 ,
2,50,2,1,0405520201,沒入金,"2,800 ","2,800 ","2,153 ",0 ,"本年度預算數係沒入刑事保證金
等收入。"
2,51,,,0405530000,臺灣雲林地方法院,"3,208 ","1,546 ","4,330 ","1,662 ",
2,51,1,,0405530100,罰金罰鍰及怠金,8 ,8 ,5 ,0 ,
2,51,1,1,0405530101,罰金罰鍰,8 ,8 ,5 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,51,2,,0405530200,沒入及沒收財物,"3,200 ","1,538 ","4,325 ","1,662 ",
2,51,2,1,0405530201,沒入金,"3,200 ","1,538 ","4,325 ","1,662 ","本年度預算數係沒入刑事保證金
等收入。"
2,52,,,0405540000,臺灣嘉義地方法院,"2,606 ","3,406 ","3,913 ",-800 ,
2,52,1,,0405540100,罰金罰鍰及怠金,6 ,6 ,6 ,0 ,
2,52,1,1,0405540101,罰金罰鍰,6 ,6 ,6 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,52,2,,0405540200,沒入及沒收財物,"2,600 ","3,400 ","2,261 ",-800 ,
2,52,2,1,0405540201,沒入金,"2,600 ","3,400 ","2,261 ",-800 ,"本年度預算數係沒入刑事保證金
等收入。"
2,52,3,,0405540300,賠償收入,-,-,"1,646 ",-,
2,52,3,1,0405540301,一般賠償收入,-,-,"1,646 ",-,"前年度決算數係廠商違約逾期完
工之賠償收入。"
2,53,,,0405560000,臺灣臺南地方法院,"6,624 ","4,040 ","5,347 ","2,584 ",
2,53,1,,0405560100,罰金罰鍰及怠金,14 ,40 ,130 ,-26 ,
2,53,1,1,0405560101,罰金罰鍰,14 ,40 ,130 ,-26 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,53,2,,0405560200,沒入及沒收財物,"6,610 ","4,000 ","5,105 ","2,610 ",
2,53,2,1,0405560201,沒入金,"6,610 ","4,000 ","5,105 ","2,610 ","本年度預算數係沒入刑事保證金
等收入。"
2,53,3,,0405560300,賠償收入,-,-,112 ,-,
2,53,3,1,0405560301,一般賠償收入,-,-,112 ,-,"前年度決算數係廠商違約逾期完
工之賠償收入。"
2,54,,,0405580000,臺灣高雄地方法院,"11,328 ","9,970 ","41,793 ","1,358 ",
2,54,1,,0405580100,罰金罰鍰及怠金,-,10 ,-,-10 ,
2,54,1,1,0405580101,罰金罰鍰,-,10 ,-,-10 ,"上年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,54,2,,0405580200,沒入及沒收財物,"11,328 ","9,960 ","37,790 ","1,368 ",
2,54,2,1,0405580201,沒入金,"11,328 ","9,960 ","37,790 ","1,368 ","本年度預算數係沒入刑事保證金
等收入。"
2,54,3,,0405580300,賠償收入,-,-,"4,004 ",-,
2,54,3,1,0405580301,一般賠償收入,-,-,"4,004 ",-,"前年度決算係廠商違約沒收保證
金之賠償收入。"
2,55,,,0405590000,臺灣屏東地方法院,"2,510 ","2,010 ","2,967 ",500 ,
2,55,1,,0405590100,罰金罰鍰及怠金,10 ,10 ,10 ,0 ,
2,55,1,1,0405590101,罰金罰鍰,10 ,10 ,10 ,0 ,"本年度預算數係忽視少年教養及
證人無正當理由未到庭作證等罰
款收入。"
2,55,2,,0405590200,沒入及沒收財物,"2,500 ","2,000 ","2,957 ",500 ,
2,55,2,1,0405590201,沒入金,"2,500 ","2,000 ","2,957 ",500 ,"本年度預算數係沒入刑事保證金
等收入。"
2,56,,,0405600000,臺灣臺東地方法院,260 ,210 ,778 ,50 ,
